Dealer #,Original Order Date,Custome #,Product CD,Offer,Quantity Billed
2380614,9/14/2020,98615,VPR,Desktop,1
2380614,9/14/2020,98612,YA,Desktop,1
2380614,9/14/2020,98620,YA,Desktop,1
2380614,9/8/2020,96618,VLT,Desktop,2
2380614,9/8/2020,95062,YA,Desktop,-1
2380614,9/3/2020,95062,YA,Desktop,1
2380614,9/14/2020,98609,VSI,Desktop,1
2380614,9/14/2020,98864,TLT,Desktop,1
2380614,9/8/2020,96614,V3D,Desktop,2
2380614,9/2/2020,94751,V3D,Desktop,1
2380614,9/2/2020,94783,TLT,Desktop,1
2380614,9/8/2020,96919,YA,Desktop,1
2380614,9/8/2020,96916,YAI,Desktop,1
3876574,9/4/2020,95427,VPR,Desktop,1
3838438,10/27/2020,13562,TFS,Desktop,1
2380614,9/7/2020,96469,YA,Desktop,1
3876574,9/1/2020,94486,YA,Desktop,1
2380614,9/3/2020,95077,TLT,Desktop,4
2380614,9/8/2020,96922,YA,Desktop,1
2380614,9/6/2020,96008,YAI,Desktop,1
2380614,9/10/2020,95374,TLT,Desktop,-1
2380614,9/3/2020,95372,V3D,Desktop,1
2380614,9/3/2020,95374,TLT,Desktop,1
2380614,9/8/2020,96594,TLT,Desktop,1
2380614,9/6/2020,96020,YA,Desktop,1
2380614,9/3/2020,95080,TLT,Desktop,1
2380614,9/3/2020,95077,YA,Desktop,1
2380614,9/8/2020,96596,TLT,Desktop,1
2380614,9/1/2020,94479,TLT,Desktop,1
2380614,9/8/2020,96659,VPR,Desktop,1
2380614,9/1/2020,94486,YA,Desktop,1
2380614,9/1/2020,94488,TFS,Desktop,1
2380614,9/1/2020,94485,TLT,Desktop,1
2380614,9/1/2020,94484,TLT,Desktop,1
2380614,9/1/2020,94478,TLT,Desktop,1
2380614,9/8/2020,96658,YA,Desktop,1
3876574,9/7/2020,96321,TLT,Desktop,1
2380614,9/1/2020,94486,V3D,Desktop,1
2380614,9/1/2020,94483,TLT,Desktop,1
2380614,9/8/2020,96644,YA,Desktop,1
2380614,9/2/2020,94987,YAI,Desktop,1
2380614,9/2/2020,94950,YA,Desktop,1
2380614,9/17/2020,99649,V3D,Desktop,1
2380614,9/17/2020,99667,YAL,Desktop,1
2380614,9/17/2020,99659,TLT,Desktop,1
2380614,9/3/2020,95228,YA,Desktop,1
2380614,9/17/2020,99682,YA,Desktop,1
2380614,9/17/2020,99680,TLT,Desktop,1
3838438,10/28/2020,13984,TLT,Desktop,2
2380614,9/17/2020,99678,YAI,Desktop,1
3876574,9/17/2020,99658,TLT,Desktop,1
2380614,9/7/2020,96319,V3D,Desktop,1
2380614,9/7/2020,96318,V3D,Desktop,1
2380614,9/3/2020,95209,YA,Desktop,1
2380614,9/8/2020,96651,YA,Desktop,1
3876574,9/8/2020,96915,YAL,Desktop,1
2380614,9/8/2020,96627,TLT,Desktop,1
2380614,9/8/2020,96624,YA,Desktop,2
2380614,9/1/2020,94476,YAI,Desktop,1
2380614,9/2/2020,94796,YA,Desktop,1
2380614,9/1/2020,94476,TLT,Desktop,1
2380614,9/1/2020,94482,YA,Desktop,1
2380614,9/1/2020,94473,YAL,Desktop,1
2380614,9/1/2020,94474,YA,Desktop,1
3876574,9/8/2020,96660,TLT,Desktop,1
KNOWN,10/6/2020,6216,YA,Desktop,1
2380614,9/2/2020,94888,VPR,Desktop,1
2380614,9/1/2020,94481,YA,Desktop,1
2380614,9/8/2020,96652,VPR,Desktop,1
2380614,9/8/2020,96636,YA,Desktop,1
2380614,9/1/2020,94480,YA,Desktop,1
2380614,9/8/2020,96639,TLT,Desktop,1
2380614,9/7/2020,96329,YAL,Desktop,1
3876574,9/7/2020,96574,V3D,Desktop,1
2380614,9/7/2020,96329,YA,Desktop,1
2380614,9/7/2020,96317,TLT,Desktop,1
KNOWN,10/6/2020,6211,TLT,Desktop,1
KNOWN,10/6/2020,6265,TLT,Desktop,1
2380614,9/7/2020,96324,YA,Desktop,1
KNOWN,10/6/2020,6268,TLT,Desktop,1
2380614,9/7/2020,96316,YA,Desktop,1
2380614,9/8/2020,95064,YA,Desktop,-1
2380614,9/3/2020,95064,YA,Desktop,1
2380614,9/7/2020,96319,YA,Desktop,1
KNOWN,10/6/2020,6239,VPR,Desktop,1
KNOWN,10/6/2020,6218,TLT,Desktop,1
2380614,9/15/2020,98918,YAI,Desktop,1
2380614,9/15/2020,98909,YAL,Desktop,1
2380614,9/15/2020,98916,V3D,Desktop,1
2380614,9/9/2020,96955,TLT,Desktop,1
2380614,9/9/2020,96946,TLT,Desktop,1
3876574,9/7/2020,96464,YAI,Desktop,1
2380614,9/9/2020,96968,TLT,Desktop,1
2380614,9/15/2020,98912,TLT,Desktop,1
2380614,9/15/2020,98900,YA,Desktop,1
2380614,9/15/2020,98902,VSI,Desktop,1
2380614,9/3/2020,95062,TLT,Desktop,1
3876574,9/3/2020,95081,YAI,Desktop,1
KNOWN,10/6/2020,6256,TLT,Desktop,1
2380614,9/2/2020,94977,YA,Desktop,1
2380614,9/9/2020,96986,YA,Desktop,1
2380614,9/17/2020,99941,YA,Desktop,1
KNOWN,10/6/2020,6229,YAI,Desktop,1
KNOWN,10/6/2020,6286,TLT,Desktop,1
2380614,9/7/2020,96317,YAI,Desktop,1
2380614,9/7/2020,96320,YA,Desktop,1
2380614,9/3/2020,94771,YA,Desktop,1
2380614,9/3/2020,95061,TLT,Desktop,1
2380614,9/3/2020,95060,V3D,Desktop,1
2380614,9/3/2020,95068,V3D,Desktop,1
2380614,9/8/2020,96635,TLT,Desktop,1
2380614,9/8/2020,96636,V3D,Desktop,1
2380614,9/7/2020,96579,YA,Desktop,1
KNOWN,10/6/2020,6219,VPR,Desktop,1
2380614,9/9/2020,97039,VPR,Desktop,1
2380614,9/9/2020,96992,YA,Desktop,1
2380614,9/1/2020,94719,YAL,Desktop,1
2380614,9/7/2020,96327,TLT,Desktop,1
2380614,9/7/2020,96318,YAL,Desktop,1
2380614,9/14/2020,98616,YA,Desktop,1
2380614,9/14/2020,98618,YA,Desktop,2
2380614,9/14/2020,98611,YAI,Desktop,1
2380614,9/1/2020,94718,TLT,Desktop,1
2380614,9/6/2020,96014,YAI,Desktop,1
2380614,9/8/2020,96922,YAI,Desktop,1
2380614,9/1/2020,94717,TLT,Desktop,1
2380614,9/8/2020,96917,TLT,Desktop,1
2380614,9/14/2020,98863,YA,Desktop,1
2380614,9/6/2020,96017,YA,Desktop,1
2380614,9/14/2020,98868,YA,Desktop,1
3876574,9/4/2020,95431,YAI,Desktop,1
2380614,9/15/2020,98624,TLT,Desktop,-1
2380614,9/14/2020,98624,TLT,Desktop,1
2380614,9/14/2020,98625,YA,Desktop,1
2380614,9/14/2020,98867,YAI,Desktop,1
3876574,9/14/2020,98573,TLT,Desktop,1
2380614,9/9/2020,96958,YA,Desktop,1
3876574,9/9/2020,96955,YA,Desktop,1
2380614,9/6/2020,96273,YA,Desktop,1
2380614,9/6/2020,96229,YA,Desktop,1
2380614,9/9/2020,96941,VPR,Desktop,1
2380614,9/2/2020,95036,YAL,Desktop,1
KNOWN,10/7/2020,6606,VSI,Desktop,1
KNOWN,10/7/2020,6611,VPR,Desktop,1
3876574,9/6/2020,96023,V3D,Desktop,1
2380614,9/6/2020,96013,VPR,Desktop,1
2380614,9/5/2020,95906,TFS,Desktop,1
2380614,9/6/2020,96017,TLT,Desktop,1
KNOWN,10/7/2020,6224,TLT,Desktop,1
KNOWN,10/7/2020,6581,YA,Desktop,1
2380614,9/9/2020,96937,V3D,Desktop,2
KNOWN,10/7/2020,6576,YA,Desktop,1
KNOWN,10/6/2020,6204,TLT,Desktop,1
KNOWN,10/6/2020,6207,VPR,Desktop,1
2380614,9/1/2020,94491,YAI,Desktop,1
2380614,9/2/2020,94752,YAI,Desktop,1
2380614,9/2/2020,94745,TLT,Desktop,1
2380614,9/1/2020,94711,YA,Desktop,2
KNOWN,10/28/2020,13976,YA,Desktop,1
2380614,9/16/2020,99299,TLT,Desktop,1
2380614,9/15/2020,98911,YA,Desktop,1
2380614,9/16/2020,99300,YA,Desktop,1
2380614,9/15/2020,98934,YAI,Desktop,1
3876574,9/2/2020,94774,V3D,Desktop,1
KNOWN,10/13/2020,8033,YA,Desktop,1
2380614,9/15/2020,98935,YA,Desktop,1
KNOWN,10/16/2020,8033,YA,Desktop,-1
2380614,9/15/2020,98915,YAL,Desktop,1
3876574,9/15/2020,98898,YAI,Desktop,1
3876574,9/15/2020,98891,YAI,Desktop,1
7018148,10/16/2020,12644,VPR,Desktop,2
KNOWN,10/13/2020,8082,VPR,Desktop,1
KNOWN,10/16/2020,9103,VLT,Desktop,1
2380614,9/15/2020,99195,YA,Desktop,1
2380614,9/2/2020,94841,YA,Desktop,1
KNOWN,10/30/2020,14765,VPR,Desktop,1
KNOWN,10/30/2020,14382,TLT,Desktop,3
2380614,9/2/2020,94487,YA,Desktop,1
2380614,9/2/2020,94726,TLT,Desktop,1
2380614,9/15/2020,99199,YA,Desktop,1
KNOWN,10/30/2020,14782,TLT,Desktop,1
KNOWN,10/23/2020,12154,VPR,Desktop,1
KNOWN,10/16/2020,9544,V3D,Desktop,1
KNOWN,10/16/2020,9555,TLT,Desktop,1
3876574,9/16/2020,99261,VPR,Desktop,1
KNOWN,10/17/2020,8082,VPR,Desktop,-1
2380614,9/1/2020,94712,TLT,Desktop,1
2380614,9/15/2020,98880,VPR,Desktop,1
2380614,9/16/2020,98880,VPR,Desktop,-1
KNOWN,10/30/2020,14804,TLT,Desktop,1
2380614,9/15/2020,98932,TLT,Desktop,1
3876574,9/15/2020,98914,TLT,Desktop,1
KNOWN,10/17/2020,9913,YA,Desktop,1
KNOWN,10/16/2020,9516,VPR,Desktop,1
2380614,9/15/2020,98911,V3D,Desktop,3
2380614,9/15/2020,98941,TLT,Desktop,1
3876574,9/2/2020,94743,TLT,Desktop,1
2380614,9/16/2020,99583,YA,Desktop,1
3876574,9/2/2020,94741,VPR,Desktop,1
3876574,9/2/2020,94739,YA,Desktop,1
2380614,9/16/2020,99587,YAL,Desktop,1
KNOWN,10/29/2020,14449,VLT,Desktop,1
KNOWN,10/29/2020,14452,TLT,Desktop,1
KNOWN,10/21/2020,11423,V3D,Desktop,1
2380614,9/15/2020,98944,VMA,Desktop,1
KNOWN,10/27/2020,13143,TLT,Desktop,1
KNOWN,10/29/2020,14383,VPR,Desktop,1
KNOWN,10/21/2020,11416,TLT,Desktop,1
2380614,9/16/2020,99579,YA,Desktop,1
2380614,9/16/2020,99246,YA,Desktop,1
2380614,9/16/2020,99233,TLT,Desktop,1
2380614,9/16/2020,99229,VPR,Desktop,1
KNOWN,10/24/2020,12525,YAI,Desktop,1
2380614,9/16/2020,99267,V3D,Desktop,1
KNOWN,10/25/2020,12842,TLT,Desktop,1
KNOWN,10/16/2020,9525,V3D,Desktop,1
2380614,9/16/2020,99265,YA,Desktop,1
KNOWN,10/16/2020,9529,VPR,Desktop,1
2380614,9/16/2020,99244,YA,Desktop,1
3876574,9/2/2020,94766,YA,Desktop,1
2380614,9/16/2020,99340,YA,Desktop,1
3876574,9/2/2020,94772,TLT,Desktop,1
2380614,9/15/2020,98900,YAI,Desktop,1
2380614,9/15/2020,98906,VPR,Desktop,1
2380614,9/15/2020,98907,TLT,Desktop,1
2380614,9/16/2020,99253,YAL,Desktop,1
2380614,9/16/2020,99264,YA,Desktop,1
2380614,9/16/2020,99249,VPR,Desktop,1
2380614,9/16/2020,99269,YAI,Desktop,1
2380614,9/15/2020,99194,YA,Desktop,1
KNOWN,10/22/2020,11786,TLT,Desktop,1
2380614,9/15/2020,98915,VPR,Desktop,1
2380614,9/15/2020,98895,VLT,Desktop,1
2380614,9/16/2020,99259,YA,Desktop,1
2380614,9/15/2020,98906,YA,Desktop,1
2380614,9/1/2020,94712,YA,Desktop,1
2380614,9/15/2020,98909,YA,Desktop,1
2380614,9/1/2020,94715,TLT,Desktop,1
KNOWN,10/21/2020,11412,VSI,Desktop,1
KNOWN,10/28/2020,13968,VPR,Desktop,1
KNOWN,10/15/2020,8996,VPR,Desktop,1
2380614,9/15/2020,96608,V3D,Desktop,-1
2380614,9/8/2020,96608,V3D,Desktop,1
KNOWN,10/28/2020,13567,YA,Desktop,1
KNOWN,10/29/2020,14417,VLT,Desktop,1
KNOWN,10/12/2020,7726,YA,Desktop,1
KNOWN,10/15/2020,7726,YA,Desktop,-1
KNOWN,10/28/2020,13577,YAI,Desktop,1
KNOWN,10/29/2020,14008,TLT,Desktop,1
KNOWN,10/29/2020,14399,VLT,Desktop,1
KNOWN,10/12/2020,8003,YA,Desktop,1
KNOWN,10/15/2020,8003,YA,Desktop,-1
KNOWN,10/15/2020,9128,YA,Desktop,-1
KNOWN,10/15/2020,9128,YA,Desktop,1
KNOWN,10/15/2020,9120,YA,Desktop,-1
KNOWN,10/15/2020,9120,YA,Desktop,1
KNOWN,10/29/2020,14382,TLT,Desktop,1
2380614,9/16/2020,99271,YA,Desktop,1
2380614,9/16/2020,99218,TLT,Desktop,1
3876574,9/16/2020,99233,TLT,Desktop,1
2380614,9/18/2020,99242,TLT,Desktop,-2
2380614,9/16/2020,99242,TLT,Desktop,2
3876574,9/16/2020,99264,V3D,Desktop,1
KNOWN,10/15/2020,9105,VLT,Desktop,1
2380614,9/16/2020,99254,YA,Desktop,1
2380614,9/16/2020,99274,YA,Desktop,1
2380614,9/16/2020,99247,TLT,Desktop,1
2380614,9/16/2020,99275,YA,Desktop,1
3876574,9/16/2020,99244,V3D,Desktop,1
2380614,9/16/2020,99260,YAI,Desktop,1
KNOWN,10/17/2020,9915,YAI,Desktop,1
KNOWN,10/29/2020,13991,VPR,Desktop,1
2380614,9/15/2020,99211,YA,Desktop,1
2380614,9/15/2020,99197,YA,Desktop,1
2380614,9/15/2020,99202,YAI,Desktop,1
KNOWN,10/29/2020,14396,TLT,Desktop,1
KNOWN,10/15/2020,9102,YAI,Desktop,1
KNOWN,10/15/2020,9141,YAI,Desktop,1
KNOWN,10/15/2020,9109,TLT,Desktop,1
KNOWN,10/15/2020,9000,TLT,Desktop,1
KNOWN,10/15/2020,9151,VPR,Desktop,1
3876574,9/16/2020,99584,VLT,Desktop,1
3876574,9/16/2020,99302,YA,Desktop,2
KNOWN,10/22/2020,11828,YA,Desktop,1
KNOWN,10/22/2020,11817,TLT,Desktop,1
2380614,9/15/2020,98921,VLT,Desktop,1
2380614,9/15/2020,98944,TLT,Desktop,1
2380614,9/15/2020,98942,VSI,Desktop,3
2380614,9/15/2020,99144,V3D,Desktop,1
KNOWN,10/21/2020,9285,YA,Desktop,-1
KNOWN,10/16/2020,9285,YA,Desktop,1
2380614,9/2/2020,94762,TLT,Desktop,2
2380614,9/15/2020,98878,YA,Desktop,1
2380614,9/15/2020,98879,YA,Desktop,1
2380614,9/15/2020,98888,YA,Desktop,1
KNOWN,10/29/2020,14018,TLT,Desktop,1
KNOWN,10/23/2020,11783,YA,Desktop,1
KNOWN,10/29/2020,13975,VPR,Desktop,1
KNOWN,10/29/2020,14453,TLT,Desktop,1
2380614,9/15/2020,99196,V3D,Desktop,1
KNOWN,10/23/2020,12159,TLT,Desktop,1
KNOWN,10/23/2020,12166,VLT,Desktop,1
KNOWN,10/21/2020,11417,VPR,Desktop,1
KNOWN,10/15/2020,9454,YAI,Desktop,1
KNOWN,10/15/2020,9146,YA,Desktop,1
2380614,9/17/2020,99943,YAI,Desktop,1
2380614,9/17/2020,99942,YA,Desktop,1
KNOWN,10/23/2020,12201,YA,Desktop,1
KNOWN,10/15/2020,7403,YA,Desktop,-1
KNOWN,10/12/2020,7403,YA,Desktop,1
2380614,9/15/2020,98945,YA,Desktop,1
3876574,9/10/2020,97336,YAL,Desktop,1
3876574,9/15/2020,97336,YAL,Desktop,-1
KNOWN,10/15/2020,9132,TLT,Desktop,1
3876574,9/2/2020,94892,YA,Desktop,1
KNOWN,10/15/2020,9132,VPR,Desktop,1
KNOWN,10/15/2020,8996,TLT,Desktop,1
2380614,9/15/2020,98922,VSI,Desktop,-1
2380614,9/15/2020,98922,VSI,Desktop,1
KNOWN,10/15/2020,9449,VSI,Desktop,1
KNOWN,10/15/2020,9132,YAI,Desktop,1
2380614,9/2/2020,94780,TLT,Desktop,1
KNOWN,10/15/2020,9109,VPR,Desktop,1
2380614,9/2/2020,94774,TLT,Desktop,1
KNOWN,10/30/2020,14770,YAL,Desktop,1
2380614,9/2/2020,94782,TLT,Desktop,1
2380614,9/2/2020,94760,YAL,Desktop,1
2380614,9/2/2020,94761,VLT,Desktop,1
2380614,9/2/2020,94761,YA,Desktop,1
3876574,9/15/2020,98914,YA,Desktop,1
3876574,9/15/2020,98900,VPR,Desktop,1
2380614,9/15/2020,98875,YA,Desktop,1
2380614,9/2/2020,95039,YA,Desktop,1
2380614,9/15/2020,98937,YAI,Desktop,1
2380614,9/15/2020,98931,YA,Desktop,1
KNOWN,10/29/2020,14407,YAL,Desktop,1
2380614,9/15/2020,98934,TLT,Desktop,1
2380614,9/15/2020,98932,YA,Desktop,1
2380614,9/15/2020,98921,YA,Desktop,1
KNOWN,10/29/2020,13143,TLT,Desktop,-1
2380614,9/15/2020,98922,TLT,Desktop,1
KNOWN,10/26/2020,13229,TLT,Desktop,1
2380614,9/15/2020,98943,TLT,Desktop,1
KNOWN,10/26/2020,13154,YA,Desktop,1
2380614,9/15/2020,98931,YA,Desktop,2
KNOWN,10/26/2020,13226,TLT,Desktop,1
KNOWN,10/23/2020,12154,TLT,Desktop,1
2380614,9/15/2020,98925,YA,Desktop,1
2380614,9/15/2020,98922,YA,Desktop,1
2380614,9/15/2020,98932,VLT,Desktop,1
2380614,9/15/2020,98926,VSI,Desktop,1
KNOWN,10/26/2020,13156,V3D,Desktop,1
2380614,9/15/2020,98929,YAI,Desktop,1
KNOWN,10/26/2020,13148,TLT,Desktop,-1
KNOWN,10/26/2020,13169,TLT,Desktop,1
2380614,9/15/2020,98931,YAI,Desktop,1
KNOWN,10/26/2020,12187,TLT,Desktop,1
KNOWN,10/26/2020,12155,V3D,Desktop,1
KNOWN,10/22/2020,5517,YA,Desktop,-1
KNOWN,10/4/2020,5517,YA,Desktop,1
2380614,9/17/2020,99630,VPR,Desktop,1
KNOWN,10/26/2020,13148,TLT,Desktop,1
2380614,9/17/2020,99640,V3D,Desktop,1
KNOWN,10/27/2020,13538,TFS,Desktop,1
KNOWN,10/27/2020,13531,YA,Desktop,1
2380614,9/17/2020,99643,TLT,Desktop,1
2380614,9/17/2020,99641,V3D,Desktop,2
KNOWN,10/27/2020,13184,TLT,Desktop,2
2380614,9/3/2020,95092,YAL,Desktop,1
2380614,9/15/2020,99202,YA,Desktop,2
2380614,9/15/2020,99210,YA,Desktop,1
2380614,9/15/2020,99201,YA,Desktop,1
2380614,9/15/2020,99204,VLT,Desktop,1
2380614,9/15/2020,99210,YAL,Desktop,1
KNOWN,10/22/2020,11805,YAI,Desktop,1
KNOWN,10/22/2020,11789,YAI,Desktop,1
KNOWN,10/22/2020,11809,VPR,Desktop,1
KNOWN,10/22/2020,11794,YAI,Desktop,1
2380614,9/15/2020,98922,TLT,Desktop,2
KNOWN,10/27/2020,13528,YA,Desktop,1
2380614,9/17/2020,99635,YA,Desktop,2
2380614,9/17/2020,99647,YA,Desktop,1
2380614,9/15/2020,98927,VMA,Desktop,1
2380614,9/17/2020,99635,YA,Desktop,-2
2380614,9/17/2020,99595,YAI,Desktop,1
KNOWN,10/24/2020,10920,YAL,Desktop,-1
KNOWN,10/21/2020,10920,YAL,Desktop,1
3876574,9/17/2020,99602,YAI,Desktop,1
3876574,9/17/2020,99635,YAL,Desktop,1
KNOWN,10/30/2020,14766,YA,Desktop,2
2380614,9/17/2020,99630,YA,Desktop,1
2380614,9/17/2020,99640,YA,Desktop,1
2380614,9/2/2020,94783,V3D,Desktop,3
KNOWN,10/24/2020,12528,YAI,Desktop,1
2380614,9/17/2020,99622,VPR,Desktop,1
2380614,9/17/2020,99618,TLT,Desktop,1
2380614,9/15/2020,98936,V3D,Desktop,1
2380614,9/3/2020,95376,YA,Desktop,1
2380614,9/17/2020,99938,TLT,Desktop,1
KNOWN,10/31/2020,14775,TLT,Desktop,1
2380614,9/17/2020,99939,YA,Desktop,4
KNOWN,10/27/2020,11779,VMA,Desktop,-1
KNOWN,10/23/2020,12150,VPR,Desktop,1
KNOWN,10/23/2020,11779,VMA,Desktop,1
KNOWN,10/30/2020,14761,YAL,Desktop,1
2380614,9/15/2020,98940,TLT,Desktop,1
2380614,9/2/2020,94754,V3D,Desktop,1
KNOWN,10/15/2020,9110,VPR,Desktop,1
2380614,9/15/2020,98937,TLT,Desktop,1
2380614,9/2/2020,94728,TLT,Desktop,1
KNOWN,10/22/2020,11426,VPR,Desktop,1
2380614,9/15/2020,98930,YA,Desktop,5
2380614,9/2/2020,94755,TLT,Desktop,1
3876574,9/3/2020,95372,YA,Desktop,2
KNOWN,10/26/2020,12187,TLT,Desktop,-2
KNOWN,10/23/2020,12187,TLT,Desktop,2
KNOWN,10/22/2020,11790,VPR,Desktop,1
KNOWN,10/22/2020,11791,YAI,Desktop,1
KNOWN,10/23/2020,11824,YA,Desktop,1
KNOWN,10/23/2020,12149,VPR,Desktop,1
KNOWN,10/23/2020,12164,VPR,Desktop,1
KNOWN,10/30/2020,14441,VPR,Desktop,1
KNOWN,10/30/2020,14387,V3D,Desktop,1
KNOWN,10/29/2020,14388,TLT,Desktop,1
KNOWN,10/30/2020,14799,TLT,Desktop,1
2380614,9/16/2020,99282,TLT,Desktop,1
2380614,9/16/2020,99312,YA,Desktop,1
KNOWN,10/30/2020,14767,VPR,Desktop,1
2380614,9/16/2020,99305,TLT,Desktop,1
2380614,9/16/2020,99311,YA,Desktop,1
2380614,9/16/2020,99303,YA,Desktop,1
KNOWN,10/28/2020,13972,TLT,Desktop,1
KNOWN,10/28/2020,13517,TLT,Desktop,1
KNOWN,10/27/2020,13555,YA,Desktop,2
KNOWN,10/27/2020,13562,YAI,Desktop,1
2380614,9/15/2020,99013,YA,Desktop,1
KNOWN,10/29/2020,14393,VSI,Desktop,1
2380614,9/16/2020,99585,YA,Desktop,1
KNOWN,10/29/2020,14418,YAI,Desktop,1
KNOWN,10/29/2020,14429,TLT,Desktop,1
2380614,9/16/2020,99584,TLT,Desktop,1
KNOWN,10/29/2020,14029,YAI,Desktop,1
KNOWN,10/29/2020,14430,TLT,Desktop,1
KNOWN,10/29/2020,14387,YAL,Desktop,1
KNOWN,10/28/2020,13991,VPR,Desktop,1
3876574,9/15/2020,98941,YA,Desktop,1
KNOWN,10/27/2020,13530,TLT,Desktop,1
KNOWN,10/27/2020,13519,VPR,Desktop,1
KNOWN,10/21/2020,11405,VPR,Desktop,1
KNOWN,10/27/2020,13524,TLT,Desktop,1
KNOWN,10/27/2020,13142,VSI,Desktop,1
KNOWN,10/22/2020,11804,YAI,Desktop,1
KNOWN,10/21/2020,11464,YA,Desktop,2
2380614,9/16/2020,99287,V3D,Desktop,1
KNOWN,10/28/2020,14025,YA,Desktop,1
2380614,9/15/2020,98624,YA,Desktop,-1
KNOWN,10/30/2020,14775,VPR,Desktop,1
KNOWN,10/29/2020,14379,TLT,Desktop,1
KNOWN,10/28/2020,13970,TLT,Desktop,1
KNOWN,10/29/2020,14393,TFS,Desktop,1
KNOWN,10/22/2020,11821,VPR,Desktop,1
2380614,9/3/2020,95107,YA,Desktop,2
KNOWN,10/20/2020,10908,TLT,Desktop,1
KNOWN,10/22/2020,11778,YAL,Desktop,1
KNOWN,10/20/2020,10896,TLT,Desktop,2
KNOWN,10/20/2020,10914,VPR,Desktop,1
KNOWN,10/20/2020,10847,VLT,Desktop,1
KNOWN,10/22/2020,11780,VLT,Desktop,1
KNOWN,10/26/2020,13178,YA,Desktop,1
KNOWN,10/22/2020,11777,TLT,Desktop,1
KNOWN,10/20/2020,10896,TLT,Desktop,1
2380614,9/17/2020,99677,TLT,Desktop,1
2380614,9/17/2020,99680,YA,Desktop,1
KNOWN,10/27/2020,13517,TLT,Desktop,1
KNOWN,10/27/2020,13580,TLT,Desktop,1
KNOWN,10/20/2020,10919,YA,Desktop,1
2380614,9/17/2020,99679,YA,Desktop,1
KNOWN,10/27/2020,13532,YAI,Desktop,1
2380614,9/15/2020,98924,VPR,Desktop,1
2380614,9/15/2020,98931,VSI,Desktop,1
KNOWN,10/30/2020,14447,YAI,Desktop,1
KNOWN,10/14/2020,9019,YAL,Desktop,2
KNOWN,10/28/2020,9019,YAL,Desktop,-2
2380614,9/15/2020,98942,YA,Desktop,1
KNOWN,10/30/2020,13216,YA,Desktop,-1
KNOWN,10/27/2020,13216,YA,Desktop,1
KNOWN,10/27/2020,13545,TLT,Desktop,1
KNOWN,10/27/2020,13521,TLT,Desktop,2
2380614,9/16/2020,99484,YAI,Desktop,1
2380614,9/15/2020,98925,TLT,Desktop,1
KNOWN,10/31/2020,14802,YA,Desktop,1
KNOWN,10/29/2020,14420,VPR,Desktop,1
KNOWN,10/26/2020,13153,TLT,Desktop,1
2380614,9/17/2020,99663,TLT,Desktop,1
2380614,9/17/2020,99670,V3D,Desktop,1
2380614,9/17/2020,99661,YA,Desktop,1
2380614,9/2/2020,94783,YA,Desktop,1
2380614,9/2/2020,94783,VLT,Desktop,1
2380614,9/2/2020,94773,V3D,Desktop,1
KNOWN,10/19/2020,9917,VPR,Desktop,1
2380614,9/2/2020,94777,VLT,Desktop,1
2380614,9/2/2020,94779,TLT,Desktop,1
2380614,9/2/2020,94779,YA,Desktop,1
3876574,9/14/2020,98600,TLT,Desktop,1
KNOWN,10/19/2020,10531,TLT,Desktop,1
3876574,9/14/2020,98582,TLT,Desktop,1
3876574,9/14/2020,98570,TLT,Desktop,1
2380614,9/2/2020,94761,TLT,Desktop,1
3876574,9/14/2020,98575,TLT,Desktop,1
3876574,9/14/2020,98568,YA,Desktop,2
2380614,9/2/2020,94756,YAL,Desktop,1
2380614,9/2/2020,94756,YA,Desktop,1
2380614,9/2/2020,94769,YA,Desktop,1
2380614,9/2/2020,94765,YA,Desktop,1
2380614,9/14/2020,98588,YA,Desktop,1
2380614,9/14/2020,98591,V3D,Desktop,1
2380614,9/14/2020,98586,V3D,Desktop,1
2380614,9/2/2020,94771,YAI,Desktop,1
2380614,9/14/2020,98586,YAI,Desktop,1
KNOWN,10/20/2020,10911,VPR,Desktop,1
KNOWN,10/20/2020,10910,VPR,Desktop,1
KNOWN,10/20/2020,10895,TLT,Desktop,1
KNOWN,10/20/2020,10915,VSI,Desktop,1
KNOWN,10/20/2020,10907,TLT,Desktop,1
KNOWN,10/21/2020,11407,VPR,Desktop,1
2380614,9/11/2020,97969,YA,Desktop,1
3876574,9/15/2020,98911,YA,Desktop,1
KNOWN,10/20/2020,10894,VPR,Desktop,1
2380614,9/16/2020,99591,V3D,Desktop,1
KNOWN,10/20/2020,10890,VSI,Desktop,1
2380614,9/16/2020,99589,TFS,Desktop,1
KNOWN,10/20/2020,10912,YA,Desktop,1
KNOWN,10/20/2020,10922,YA,Desktop,2
KNOWN,10/20/2020,10893,VLT,Desktop,1
KNOWN,10/20/2020,10892,TLT,Desktop,1
2380614,9/14/2020,98595,TLT,Desktop,1
KNOWN,10/20/2020,10550,VPR,Desktop,1
KNOWN,10/21/2020,11422,VPR,Desktop,1
2380614,9/14/2020,98572,V3D,Desktop,1
2380614,9/11/2020,97973,YA,Desktop,1
2380614,9/15/2020,98894,V3D,Desktop,1
2380614,9/11/2020,97970,YAL,Desktop,1
3876574,9/14/2020,98866,YAI,Desktop,1
2380614,9/14/2020,98625,TLT,Desktop,1
2380614,9/14/2020,98623,VSI,Desktop,1
3876574,9/14/2020,98613,TLT,Desktop,1
3876574,9/14/2020,98624,VPR,Desktop,2
KNOWN,10/19/2020,10561,TLT,Desktop,1
